ID,Review,Date_of_review,Difficulty,Prof_rate,Course_ID,Prof_netlinkID
337,"He is a very knowledgeable professor who, fortunately, is very passionate about his field of work. He had good-paced lectures paired with well-designed slides and he provided each class with lecture objectives and a schedule for the semester. Material is tough, but he took the time to answer questions students had to clear up any confusion","Dec 6th, 2023",4,,CHEM459,msaidaminov
338,"Sloppy boardwork. I was fully reliant on the textbook. Luckily, the majority of her slide deck was copied and pasted from the textbook, so it was easy to find the relevant sections. I liked how she seemed interested in the material she was teaching.","May 15th, 2024",2,,ECE360,sanashuja
339,"I will always give credit to Sana for making me realise that I am capable for engineering. Electric Circuits is known for being a difficult course or so I heard, but this class not only made it easy but also made me experience the fun circuits can be. She presented circuits as puzzles and helped us solve them effectively. Loved the class.","Sep 26th, 2023",3,,ECE250,sanashuja
340,"Never went to a single lecture apart from the midterm and got an A+. Shows how easy this course is. Doing the questions on the assignments, tutorials, and practice midterms/finals ensured I got great marks on both the midterm and final.","Apr 26th, 2023",2,,ECE330,sanashuja
341,"She gets a bad rep sometimes because the department has her teach every course they couldn't find a prof for. Some are her specialty, some are not. Overall, consistently good lectures with decent notes and fair grading/marking schemes. Very helpful/accomodating/understanding outside of class hours, and relates to students better than many profs.","Apr 17th, 2023",2,,ECE330,sanashuja
342,she's a pretty good lecturer but watch out for midterms. don't trust the practice midterms and make sure to study the lecture slides hard,"Apr 4th, 2023",3,,ECE360,sanashuja
343,Dr. Shuja is undoubtedly the best professor in the department. Always looking forward to taking her courses.,"Mar 9th, 2023",3,,ECE330,sanashuja
344,"This course is not very much ordered or may be that is what need to be improved. But I had a very good experience with Sana, she supported me every time I reached out to her and it helped me a lot. I am sure she supports all her students in all her courses.","Jan 4th, 2023",3,,ECE360,sanashuja
345,Sana knows how to teach and actually cares for her students. I like that her treatment towards the students is to encourage learning and not to cause nightmares about her course. Control systems is a course that needs encouragement and reinforcement and she is the perfect prof for that.,"Dec 21st, 2022",2,,ECE360,sanashuja
346,"She is the best and kindest professor in ECE. Control systems is not easy course, she did a good job of making it understandable and interesting. This course requires extra work, and she will always respond to you and be available to help you in your learning. Very grateful.","Dec 17th, 2022",4,,ECE360,sanashuja
347,"honestly this class is so horribly structured, good luck learning anything about labs from Sana. No assignments and a bunch of copy and paste questions from the text as ""practice"". No idea why her rating is so inflated.","Nov 20th, 2022",4,1,ECE355,sanashuja
348,"Took the class in Fall 2021. Genuinely cares about her students, fair marker, fair test giver and overall an amazing person.","May 7th, 2022",3,,ECE250,sanashuja
349,"The most organised Brightspace page ever, clear set of expectations, fair exams and always available to help. If you prefer a teacher who genuinely cares, take her.","Apr 25th, 2022",3,,ECE330,sanashuja
350,Lecture notes are disorganized which makes reviewing lectures while studying hard. If you can stay on top of that assignments and tests are very fair with easy marking.,"Apr 22nd, 2022",3,,ECE330,sanashuja
351,"Best Professor in ECE, enjoyed learning Computer Networks because of her!","Apr 21st, 2022",4,,ECE458,sanashuja
352,Dr. Shuja is not a very good professor to be totally honest. Her lecture flows are all over the place and she really needs to plan better prior to attending lectures. She frequently takes time during lectures to first understand the slide she is presenting and then present (the slides are not hers). Assignments and exams are fine. Don't take her.,"Apr 19th, 2022",2,2,ECE458,sanashuja
353,"Have taken 220, 250, 255, 330, and 458 with Prof. Sana I can say with confidence that she is the most fair and professional prof I had at UVic. She would not try to give you trauma which might come across as her being lenient. She has prevented my already deteriorating mental health from getting worse with her policies of kindness now and then.","Apr 13th, 2022",4,,ECE458,sanashuja
354,"Computer Networks is a dry subject, but I enjoyed taking the course with Sana. The textbook is great because of the top down approach taken, not a fan of bottom up approach, the material and the support that I had for 458 was exemplary which is not a usual thing in ECE. I will happily take all her future courses if they align with my programme.","Apr 11th, 2022",3,,ECE458,sanashuja
355,Sana never uses anything original. In 458 all her slides are just ripped off the textbook. All her assignments contain questions taking from other professors. Very common to be missing information in the question from not properly copy and pasting. I suggest burning the notes because the fire will alteast provide you warmth in return.,"Apr 1st, 2022",3,1,ECE220,sanashuja
356,Sana is one of the laziest profs I've ever had. You will rarely find ANYTHING original in her courses. She plagiarizes every material she outputs. Her lectures are generally a waste of time. The main reason that her ratings are as high as they are is due to how easy it is to get good grades in her classes. (I took ECE 220 in summer of 2021),"Apr 1st, 2022",2,1,ECE220,sanashuja
357,Simply does not know how to teach the material in a way that is engaging to the students. ECE330 is light on actual design and heavy on memorizing formulae for no good reason since you're not allowed a formula sheet. ECE458 is just slides from someone else she hasn't read over prior to the classes. Waste of time.,"Apr 1st, 2022",4,1,ECE330,sanashuja
358,"Practice the previous finals, midterms and assignments because the examples in his notes are quite often simpler than what is found in exams and assignments.","Dec 17th, 2023",5,2,ECE380,msima
359,Favorite prof in ECE department. Knows his stuff very well,"Dec 15th, 2023",4,,ECE380,msima
360,"Serious demeanor, but a funny prof. I enjoyed his lectures where he constantly engaged with students. He was always helpful at office hours.","Jun 11th, 2023",4,,ECE380,msima
361,"Honestly a great prof. One of the smartest professors I have ever been taught by. Does not even prepare notes, he is just is able to solve any circuit easily. Class is difficult but if you show up to every lecture and take notes you should be alright. Prepare for questions on tests with a large difference from examples in class and on homework.","Dec 29th, 2022",5,,ECE380,msima
362,"Very caring professor. He is very knoledgeable and thinks that it's important that students learn the materials. I was not understanding the material well at first, but Dr. Sima was very respectful and patient to teach me the concepts outside the class.","Aug 10th, 2022",2,,SENG440,msima
363,"Dr Sima teaches the concepts quite well, and provides tons of old exams and assignments that you can practice of off which are pretty essential. Exams were fair, probably easier than previous years, but longer as well. Course is likely easier online, reviewing lectures + open book tests make this still rather difficult course manageable.","Dec 27th, 2020",4,,ECE380,msima
364,"ECE 380 is a hard. Too much content in too little time. Miha does a good job at explaining concepts, but his quiz's and exams are more complicated that what is done in class. Practice his previous tests/assignments to do well in the course and learn what the important assumptions are in Op-Amp analysis. You can pass without learning feedback.","Dec 27th, 2020",5,,ECE380,msima
365,"Took this class online due to Covid. Grade was 100% based on a two-person group project, submitted as a report and presentation. We cranked out the entire thing in about 10 days at the end of the semester, and still got >90%. Classes are dry and not necessary, though he is knowledgeable and not at all condescending. Super easy marker.","Aug 31st, 2020",3,2,SENG440,msima
366,"Tests were reasonable and open book. As someone who loves projects, being able to talk about my project and defend it was really fun.","Jan 21st, 2020",3,,SENG440,msima
367,"The professor knows the material. That is the only positive thing I can think to say. He teaches an extremely difficult class in an abstract manner as if we are seasoned veterans with the material. He ignores students with their hands up to ask questions. His ""quiz"" asked an expert level question in which his posted solution contained 6 pages.","Oct 26th, 2019",4,2,ELEC380,msima
368,"Lectures are excellent, I highly recommend attending classes and paying attention or you will be in for a harsh reality check by the time the midterm comes around. More homework and tutorials would've helped with understanding the material. The lab TA was not very helpful, he seemed to lack knowledge (probably wasn't his specialty).","Dec 18th, 2018",4,,ECE380,msima
369,"Terrible professor, makes the material much more difficult than it needs to be, teaches as if students already have a fundamental understanding of the material. Tests are very difficult, high failure rate in this class.","Nov 1st, 2018",4,1,ELEC380,msima
370,"One of the worst profs in the department. Concepts still didn't make any sense when I asked him multiple times about it, and writes stuff down as if the class were full of rocket scientists. I don't know how he managed to retain teaching 380 year after year. Equivalent to using a burnt out resistor over and over again, except this one has attitude.","Sep 22nd, 2018",5,1,ECE380,msima
371,Miha Sima was always accessible with advice and a kind word. 10/10 would take again.,"Aug 2nd, 2018",3,,SENG440,msima
372,"Post complete notes and problem solutions for christ's sake. Worst professor I've ever had. Bad lectures, makes the content way harder than it needs to be, his notes are completely missing crucial material, and none of his solutions are complete. He skips important steps that take students hours to decipher. Never again.","Dec 15th, 2017",5,1,ELEC380,msima
373,"Sima will likely lean against the wall and spend his time monotonously reading through the slides. Trying to pay attention, especially in an 8:30 class is near impossible (unless you LOVE learning about bit operations). That being said, if you do pay attention you won't have problems. The project was boring and irrelevant, but some useful info.","Jul 29th, 2016",3,2,SENG440,msima
374,"Pace of lecture was good at the start, but by the end it was almost impossible to keep up with the example on the board, which by the end of the semester was pretty much one example for a 1.5hr class. Knows his stuff, but talks in a bit of a monotone so he's not the most engaging prof. Provides pretty good notes package. Tests were fair.","Dec 26th, 2015",4,2.5,ELEC380,msima
375,He was great. He knows the material very well and is always open to help.,"Aug 11th, 2014",2,,ELEC380,msima
376,Sima is a fantastic professor. He may not be very engaging in class but he's a whole different person in more personal settings. Make use of his office hours and he will be more than happy to explain a concept or help you understand homework.,"Aug 11th, 2014",3,,SENG440,msima
377,"This guy puts no effort into his hour and half long lectures. He just stands leaning over his podium and lazily reads from his powerpoint slides. He already has a strong accent, so with the monotone voice, it's almost impossible to follow. Most useless lectures I've had.","Jul 15th, 2013",5,1,ELEC250,msima
378,"Levi is a gem. I took this class fall 2021 (in person) so he gave live lectures for those who wanted to attend but also posted pre-recorded lectures and helpful worksheets as midterm/exam prep. Added bonus he came to every lab to help and was super nice/nonjudgmental if you had no clue what you were doing. Fair tester and marker, weekly homework.","Dec 14th, 2021",3,,ECE216,levismith
379,"Asked him for help in a lab. Called both me and my partner stupid and blamed us for skipping lectures (even though we hadn't). The issue we were trying to get help for was how to get the janky physics program to work properly, as the lab didn't have a good description. All of our math was totally fine. Retook the class with Jens and it was fine.","Mar 15th, 2024",5,1,216,poman.so
380,"Poman's teaching style is hard to learn from... Disorganized slide decks that he breezes through with no extra explanation, textbooks filled with mistakes, disjointed assignments, and unclear marking criteria on exams... The labs were great though to learn to breadboard. Don't let my good grade fool you, I put in HOURS every week to teach myself..","Dec 15th, 2022",4,2,BME335,poman.so
381,"Truly the worst professor I've had in seven years and two universities. Gives you a massive formula sheet for tests and none of the formulas will be used, you must memorize the random useful ones you find. Does not give you any information on what to prepare for, even the practice tests are useless.","Sep 27th, 2022",5,1,BME335,poman.so
382,"Don't waste your time. Stay away from him and his lectures, or you will be so annoyed by taking his course.","May 10th, 2022",5,1,ECE216,poman.so
383,Disgusting professor. Won't take it again. His lecture was actually dry and useless.,"Feb 2nd, 2022",5,1,ELEC216,poman.so
384,"Poman So is the worst, most nasty and immoral professor. Please get away from him. Do NOT take his class if possible.","Feb 12th, 2021",5,1,ECE340,poman.so
385,"Terrible teacher. His lectures r useless. Assignments are different from the tests. Learn how to use a smith chart for multiple reflections. And learn how solve the equations of an E&M Wave incident upon a plane. He will tell which question will be 50% of the test, and you will probably get it wrong but try not to. Thomas Darcie is much better.","Dec 27th, 2020",5,1,ECE340,poman.so
386,This professor didn't send out a midterm breakdown until 11 pm when the test was at 12pm the next day. lol...,"Apr 29th, 2020",2,1,ECE340,poman.so
387,"Poman So is one of, if not, the worst professor I have ever had. His tests typically consist of topics that are covered on 1 of the 100-200 slides you have to memorize. Good luck trying to talk to him too, usually his advice is to study harder. With a class average of 40% maybe its not the students who are the problem, its the prof.","Apr 17th, 2020",5,1,ECE335,poman.so
388,"Lectures and slides are useless. Merely screenshots pictures of the textbook in his lecture slides and recites them word for word. Midterms are ridiculously difficult and contain obsecure problems instead of general knowledge of course concepts. For most, their course grade will not accurately reflect their grasp of course material.","Apr 6th, 2020",5,1,ELEC340,poman.so
389,"His tests are using concepts that are impossible to apply to any other situation than the ones taught in class. The midterms where unrelated. Even if you think you know what you are doing, his tests will be an unpleasant surprise to you.","Dec 24th, 2019",4,1,ELEC216,poman.so
390,"Ineffective prof; not very good at explaining concepts, seems to assume you know other courses that aren't actually pre-reqs. Fell behind early on, then seemed to rush a bit throughout most of the semester to attempt to catch up Appreciated him taking the time to speak to people who had issues with the midterms Be sure to understand Gauss' Law","Dec 20th, 2019",3,2,ELEC216,poman.so
391,"Poman puts as little effort into the class as possible and tries to make up for it by offering help outside of class. Be warned, if you go to those office hours to explain your frustration he will belittle you and take no criticism. All homework and test questions are straight out of the text so practice those (all answers can be found by googling)","Dec 16th, 2019",5,2,ELEC216,poman.so
392,"Not the best prof but definitely not the worst. Dr. So made the course somewhat bearable by making midterms directly based on homework/slides and even gave feedback telling students to see him in office hours if a ""fatal mistake"" was made on the midterm. All midterms were also scaled.","Dec 15th, 2019",4,,ECE216,poman.so
393,"Lazy, unprofessional, and unorganized professor. It's clear he is incapable and unmotivated when he teaches. Tests do not apply to important coursework. Avoid Poman if you can.","Dec 13th, 2019",3,1,ECE216,poman.so
394,DO NOT TAKE THIS PROF WHAT SO EVER! This prof is incapable of actually teaching and will not take helpful criticism what so ever. He consistently talks down to students and treats no one with respect. He expects you to learn everything from every lecture slide and moves way too quickly without actually explaining anything. ABSOLUTE MORON!!,"Oct 23rd, 2019",5,1,ELEC216,poman.so
395,"He might be the worst professor I've had at UVic, his course has too much material and the lectures are hard to follow. His expectation is that we will fully understand very difficult concepts in the first course we're exposed to them, which is way too optimistic, and he put all the blame on us when his midterm had a failing average (47%).","Apr 24th, 2019",5,1,ELEC340,poman.so
396,"Poman So seems like a really good person. He expects you to read the textbook and learn from it. The most useful classes are the ones where he derives things on the board rather than pointing at complex slides. Also, you actually have to gain an understanding of the material to pass (including the math), not just memorize how to do the assignments.","Apr 13th, 2019",4,,ECE340,poman.so
397,He was the great professor. This class was difficult therefore reading textbook before going to class is highly recommended.,"Feb 12th, 2019",3,,ELEC340,poman.so
398,"Poman So is the worst professor I have had at UVic and the worst teacher I've had overall. I also had him for Elec 216 which proved to be just as bad of an experience. His lectures consist of him reciting information dense, and highly technical slides to you quickly, without explaining any of the concepts. He is incapable of taking criticism.","Dec 18th, 2018",4,1,BME335,poman.so
399,Highly recommended course! Course is very insightful and crucial for learning information security and penetration testing introduction.,"May 9th, 2024",3,,ELEC567,itraore
400,"Group project with ridiculous workload. At least 5 typos for each assignment specification. I was motivated to learn all the tools used in the project, but there's no one who has enough knowledge to, or even willing to teach students about them. You get one line feedback and random grade for 50 pages report.","Aug 10th, 2022",5,1,SENG426,itraore
401,"Unrelated group project ruined the course. Project documentation was copy-pasted from previous years and contained many errors, only some were corrected and often the night before due dates. Project was not ridiculously hard, but the volume of work was obscene. Dr. Traore was resistant to clarifying requirements. Whole course felt phoned in.","Aug 10th, 2022",4,1,SENG426,itraore
402,Class and project were almost completely unrelated. We were given essentially zero assistance throughout the group project and there was a ridiculous assumption of prior web development knowledge. Overall course organization was very poor. Only upside was exams were open notes,"Aug 2nd, 2022",4,1,SENG426,itraore
403,Expected to know material to complete group projects that were never taught and not related to the material learned in class. The project workload was ridiculous with very little information provided. Lectures were boring and not worth attending. Tests were way too long.,"Aug 2nd, 2022",5,1,SENG426,itraore
404,Lectures were monotone and at times you couldn't even hear what he was saying. Group project was poorly organized and untested with the tools they had us use. Milestones within the project would go from reasonable to ridiculous. Exams were too long with too little time to properly finish them.,"Aug 1st, 2022",5,1,SENG426,itraore
405,"Monotone boring lectures that you don't need to attend. Brutal project with unrealistic expectations, he clearly didn't go over it himself to see if it was feasible. Extensions are given at the last minute and project scope gets cut after you've implemented those features. Most poorly run class I've taken in my degree.","Jul 4th, 2022",5,1,SENG426,itraore
406,Issa has to be one of the most disengaging professors I've had over my entire degree. Get ready for monotone slide reading for the entirety of class time..,"May 31st, 2021",1,1,SENG426,itraore
407,"The one thing that really pissed me off this term was the corrupted image of the project he has provided and the whole time students were telling him there is an issue with the file but he did not care!The funny thing is he never admitted that it was faulty but after the solution was provided, it was pretty obvious!The exam was easy though!","Sep 20th, 2020",1,2,ECE570,itraore
408,"The most unprofessional professor I have ever had. Had 4 months to buy a microphone but never did despite telling us ""its in the mail"". Clearly doesn't care about teaching","Sep 9th, 2020",3,1,SENG426,itraore
409,"Since, you will not get much in his class due to the accent, there are many self study materials and tutorials that he provides along with the course. The project is a very practical exercise to learn what he is talking about. All in all, you will learn if you spend enough time on project. Exam is easy with limited time which stresses students.","May 1st, 2020",3,,ELEC567,itraore
410,"Accent is not a problem if you actually want to listen, lectures are useless. I Google'd him and it looks like he actually knows his stuff, I wish he would teach something interesting and bring in more practical cases. Class was very easy, group project was tedious and annoying.","Aug 7th, 2019",1,1,SENG426,itraore
411,"The teacher has no clear accent thus it is hard to follow him in class. It is like sitting there and then wait for the class over. Anyway, the score is good though I haven't learnt anything practically. This class is suitable for self-learners as there are materials and teacher will give responsible feedback. But just attend the class you get littl","May 18th, 2019",2,2,ELEC567,itraore
412,"Useless prof, doesn't speak clearly, boring. Class material has some practical value, but Traore is useless. Notes are decent and provides practice material for midterm and final. Grading is easy. I didn't LEARN anything in this class, but still did well.","Aug 15th, 2014",2,1.5,SENG426,itraore
413,Very nice and knowledgeable prof,"Sep 27th, 2012",1,,SENG422,itraore
414,such a lovely and pleasant character and very responsible. Also highly experienced and knowledgeable in his field. Fairly easy marker.,"Apr 29th, 2011",2,,ELEC567,itraore
415,"A g k r . s W a 123.5= ,3 a b s x That's about how much you'll get out of any of his lectures, courses or projects.","Apr 16th, 2004",2,1.5,SENG422,itraore
416,"Don't take this class with him. He seems to care but can't express himself well enough to teach anyone anything. TA's are useless too, except for michael.","Nov 13th, 2003",3,1,SENG422,itraore
417,lets use new and unproven technology for a project... Dont waste your time or money on any course by this prof,"Jul 31st, 2003",2,2,SENG422,itraore
418,No Comments,"May 6th, 2003",3,,SENG422,itraore
419,Course was a disorganized mess. A student called Yang out when he was rushing groups to quickly set up their project presentations. Project demos spanned over an hour past the scheduled end of class. Lectures never taught any meaningful information which lead to a lack of student participation. Final Ocean event was a complete waste of time.,"Jan 4th, 2024",3,1,ECE399,hy
420,"Great professor! His lectures are very clear and he goes over lots of examples. The midterm and final are worth a lot, but the questions are similar and easier than the questions on the assignments and in class, so if you get through those you'll do fine. This wasn't my favorite course but it was made better with this prof!","Nov 3rd, 2021",3,,ECE360,hy
421,"Seriously, ELEC 350 was an amazing introductory course for AM/FM radio. Yang introduced the topics in a very clear and concise manner that was very easily understood if you went to every single class. So far, he is by far the most FAIR grader/tester in my UVIC experience. I would highly recommend taking this class with him.","Dec 23rd, 2017",3,,ELEC350,hy
422,Difficult to understand and very boring.,"Oct 18th, 2017",4,1,ELEC350,hy
423,Awesome Prof. Goes slow and steady and repeats complex concepts over multiple lectures. Easy exams.,"Jun 17th, 2015",3,,ELEC310,hy
424,Awesome professor!,"Aug 16th, 2014",1,,ECS456,hy
425,"his teaching and course material is well explained, I recommend his course highly","Aug 28th, 2012",4,,ELECA,hy
426,Highly recommended!,"Jul 31st, 2009",2,,ELEC456,hy
427,"Very smart and nice professor, like his lectures and course materials!","Sep 16th, 2008",2,,ELEC360,hy
428,Course material is dry and boring and it is really tough to stay awake. He covers all the important topics in class. Assignments are important. He gives hints in class about which questions are going to be on the exams. His review lectures are a MUST. He is pretty helpful outside class. Labs are easy.,"Sep 8th, 2008",3,,ELEC360,hy
429,Loved the class!!...simply superb..,"May 2nd, 2008",1,,ELEC456,hy
430,"Very helpful! He is definitely one of the best Profs I have had, it would be nice if he could teach all my courses!!!","Jun 4th, 2007",3,,ELEC456,hy
431,"Awsome Prof, definately one of the best profs in engineering!","Sep 7th, 2006",2,,ELEC310,hy
432,Well-prepared and organized lectures. Interesting topics and easy to follow. I learned a lot from this course! Highly recommended!!!,"Aug 28th, 2006",2,,ELEC310,hy
433,Excellent!,"Mar 6th, 2006",2,,ELEC,hy
434,Very nice professor! Well-organized course! Highly recommended!,"Dec 15th, 2005",2,,ELEC360,hy
435,Nice professor! Used a lot of examples to explain concepts. Very clear and helpful! I will definitely take his course again.,"Nov 25th, 2005",1,,ELEC360,hy
436,Very easy-going and smart prof. Tried very hard to explain materials and help students! Highly recommended!,"Sep 29th, 2005",1,,ELEC,hy
437,"Super nice proff! Very helpful, course material was well prepared. I really like him!","Sep 6th, 2005",2,,ELEC456,hy
438,Very smart guy!,"Sep 2nd, 2005",3,,ELEC456,hy
439,"The course was well structured but the lectures were not engaging at all. You can tell he is actually passionate about what he does, which does make the course a bit better.","May 17th, 2024",2,,SENG265,hausi
440,Barely accessible outside class. Never replies to any emails.,"Apr 23rd, 2024",5,1,SENG265,hausi
441,"His slides are basically entirely AI generated, he does not respond to emails, and does not show up to office hours virtually or in person.. Terrible prof. His exams are really easy, but assignments can be tough since he does not teach the language. Learn C/python beforehand if you have a heavy schedule. Take this class with literally anyone else.","Apr 22nd, 2024",2,1,SENG265,hausi
442,The worst learning experience by far.,"Apr 18th, 2024",5,1,SENG265,hausi
443,"As others mentioned, he has no interest in teaching and it shows. He is barely accessible outside of class, and hopeless when it comes to organizational or technological skills. I didn't find the course particularly difficult, but I wasn't impressed at the delivery.","Dec 12th, 2023",3,1,SENG265,hausi
444,Terrible prof. Very unprofessional,"Nov 6th, 2023",5,1,CSC586,hausi
445,He never replied to emails. Not even familiar with his own slides if those were his own slides. I felt the TA was even teaching better than him. I didn't feel any enthusiasm for teaching from this person at all.,"Aug 14th, 2023",3,1,SENG265,hausi
446,"SENG265 was interesting, and the assignments and tests were fair. However, Dr. Muller's lectures are a bit of a mess. His slides are cluttered and redundant, and his lectures are disorganized, often covering content irrelevant to the course. One class, we did nothing for 15 minutes as he tried to figure out how to unmute himself on Zoom.","Apr 25th, 2023",3,,SENG265,hausi
447,"It's stated that Hausi's SENG265 is a ""self taught course"" where a majority of the learning is done by yourself. But then, what am I paying Hausi for? For full price you're paying for: useless lectures, mediocre slides, assignments that require major time investment to complete, and easy tests. To take Hausi is to pay ~$600 to be tested. That's it.","Apr 18th, 2023",3,2,SENG265,hausi
448,"Horrible communications. Completely ignored every email I sent throughout the semester. Assignments were boring and arduous. This class is a joke and yet they go on about how ""important"" it is. Very low effort. Only go to lecture if u feel like listening to him brag about his qualifications in quantum physics and read crappy slides. pathetic","Apr 16th, 2023",4,1,SENG265,hausi
449,"Hausi gets a bad rep & I don't get it. He's not the best lecturer but it's clear he cares about students. Lectures are posted online & streamed on Zoom, along with labs. Midterms are online & if you're prepared, fairly straightforward. The course is well organized & emails were always replied to. I'd happily take a quantum computing class with him.","Apr 15th, 2023",3,,SENG265,hausi
450,"He is very passionate about computer science, learning, and teaching. However, he isn't the best lecturer. The course is taught by two other lecturers and he focused on the history of the topic. Overall he is a good professor but could improve on the coherency of the course material.","Apr 6th, 2023",3,,SENG480,hausi
451,"SENG 265 is a self-guided course that requires your own motivation to study. That being said, you need to google a lot on your own to retain more new knowledges. However, the course structure is poorly designed but Hausi provides plenty of resources to students Tests are reasonable if you are willing to study, and be sure start assignment early.","May 2nd, 2022",3,,SENG265,hausi
452,"All class content was fair and a high grade is attainable if the effort is put in. Assignments, tests, and labs were fair. Although if you have questions or concerns about anything, ask in-person or in real time, do not wait for a reply through email, as this can take from a couple of days to weeks.","Apr 14th, 2022",3,,SENG265,hausi
453,"Professor Muller put what I would call minimal effort into teaching this course. All of his lecture slides looked like he had made them 20 minutes before the lecture and very few examples were given. He also seemed to have unloaded most of the work relating to the assignments onto a TA, meaning it would take months for assignments to be returned.","Dec 17th, 2021",3,1,SENG265,hausi
454,"Hausi is not a bad prof, lots of people really don't like him. seng265 is a self guided course, that was said early on, he gave plenty of resources to learn from. Test coverage was well outlined, and they were open book. Assignments were large but always doable, lots of time. Overall, a fine course, I learned something, slides could be better.","Dec 6th, 2021",2,,SENG265,hausi
455,doesn't read his own assignments doesn't read his own labs doesn't make his own slides doesn't answer any questions puts kids in candy jars talks in 0.25 speed in a romantic relationship with quantum computing talks too close to the computer is a man child not Taylor Swift props republican overall a threat to my sanity,"Nov 7th, 2021",3,1,SENG265,hausi
456,"Prof expected us to read a lot but I got more from stack overflow and 5 minute youtube tutorials. This is the class that about 6 students really like and the rest are bored out of their minds. Unless you're one of those 6, this is the class you'll do your homework in or just skip altogether because the power point slides go online.","Mar 25th, 2019",3,1,CSC11,hausi
457,"Unfortunately, while an excellent researcher and great in 1 on 1 discussion, his idea of a computer science lecture teaching C involves exclusive usage of a premade powerpoint (which he repeats the same slides from last class for the first half of each lecture), and writing code on the chalkboard. Very much a self-taught class.","Mar 13th, 2019",3,1,CSC111,hausi
458,His test are all trick questions not actually testing your knowledge,"Nov 28th, 2018",4,2,CSC111,hausi
459,"Hands down the best class I've taken in my entire degree. This is what the SENG program should be, not mindless memorization of concepts that are rarely (if ever) used in practice. This class isn't easy, but the work is definitely worth it, plus Margaret and her team were always there to answer questions and give feedback. Highly recommend.","May 17th, 2022",3,,SENG480A,mstorey
460,Overall one of the best professors at UVic. The course was very well organized and had excellent documentation for deliverables. She put a lot of time into recruiting CEOs and business experts to participate in our lectures and provide feedback on our projects. Easily the most practical course I have taken and an unmissable experience.,"Apr 30th, 2022",3,,SENG480A,mstorey
461,The course is super interesting and Margaret teaches it very well! Exams are very fair as long as you show up to class and put in a bit of effort you're set :),"Apr 25th, 2022",1,,SENG275,mstorey
462,"She's one of the best profs at UVic! It's so clear that she cares about her students. She's really good at explaining and she tries to make class more engaging & entertaining. Lab were super practical and useful, and guest lectures were also interesting. Readings every week which wasn't bad. Will definitely take another class with her","May 24th, 2021",2,,SENG275,mstorey
463,This course was really well done. We used a free online textbook which was awesome. Had little quizzes every class so you had to do the pre-reading but it was a great way to learn.,"May 22nd, 2021",3,,SENG275,mstorey
464,"Margaret is a great prof! She cares for her students well being and is very understanding. There were quizzes most classes but this was always made clear to students and studying for the quiz only involved reading a usually short chapter from the textbook. Labs were quick, fun and helpful for hands on experience. Grading was very generous!","May 22nd, 2021",2,,SENG275,mstorey
465,Not a hard course but the prof is not helpful throughout the term. All the material can be self-studied by reading the textbook on your own. She is a tough grader and strict on grading. Disrespectful and mean prof,"May 14th, 2021",1,1,SENG275,mstorey
466,"Boring class, heavy quizzes, self-studying contents and tough grading.","Apr 22nd, 2021",2,1,SENG275,mstorey
467,"Margaret is one of the better professors in the department. She handled online classes really well and is extremely caring and sympathetic to students. Show up,read the chapters, do the labs and you are well on your way to an A. Also she has good connections to some big tech companies so she can be an excellent reference on a resume.","Mar 25th, 2021",2,,SENG275,mstorey
468,"I really felt like I could've got something useful out of a class on human computer interaction. Instead, I spent 4 months studying theories that would never be practically useful. Project really felt like a make work thing.","Jan 9th, 2018",1,1,CSC310,mstorey
469,"Course was too easy for people who have done 110, and too hard for those that haven't. Lectures are great, and extremely interesting, but the assignments were just time wasters and the exams were strange. Gives lots of chances for bonus marks - take them! Overall, pretty good prof. Very helpful if you go to her office. Seems to care a lot.","Dec 24th, 2011",3,,CSC106,mstorey
470,Take this class if your willing to teach yourself everything. Not a bad prof but moves in a pace that is unfair to students with no computer science knowledge. How are we even supposed to go to office hours thats open only for an hour if we have class during that time? so ridiculous,"Dec 23rd, 2011",5,1,CSC106,mstorey
471,"I went into Professor Storey's class not knowing a thing about comp sci. But she had an awesome way of communicating with the class and finding new ways to educate us. There is no text, but you are expected to pay full attention to the multitudes of guest speakers. She doesn't make it easy, but she does make it as clear as possible.","Oct 27th, 2011",3,,CSC106,mstorey
472,The course starts off a little hard because there's just so much material to cover in the first couple of weeks. 1st midterm was pretty hard.. but don't give up! I thought about dropping the course after receiving a B- on the midterm but kept going and the course just blends in and became quite easy! Definitely recommended!,"May 16th, 2005",4,,CSC115,mstorey
473,"I had an A- in CSC 110 and I'm at a B in this course, with more effort spent on 115. She really needs to do more examples in class. She speaks too fast as well. She is very helpful if you need help though.","Apr 18th, 2005",3,,CSC115,mstorey
474,She is so good and full of life!,"Apr 14th, 2005",1,,CSC586B,mstorey
475,"She talks too fast, and doesn't do enough examples in my oppinion. This class is quite a bit tougher than csc110, I had a A- in 110, and I'm at a C+ in 115, and I've probably put more effort into 115. My vote is for not hot.","Mar 21st, 2005",4,2,CSC115,mstorey
476,"First off...hotty...secondly, shes clear and easy to understand. So take hottness and good lectures and youve got some good hott lectures...what more can you say?","Jan 12th, 2005",2,,CSC115,mstorey
477,"Tough class, tedious labs, boring prof. Bad combination.","May 20th, 2004",4,,CSC115,mstorey
478,"still, she's the best prof I've seen.","May 3rd, 2004",3,,SENG310,mstorey
